Posted Date,Reference Number,Payee,Address,Amount
10/23/2024,24036294297718370270346,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-3.00
10/23/2024,24036294297712354855313,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-15.98
10/23/2024,24906414296212142451717,"ABC*LOHI ATHLETIC CLUB 303-7615644 CO","303-7615644   CO ",-99.00
10/22/2024,24011344296000031204102,"CLAUDE.AI SUBSCRIPTION HTTPSWWW.ANTHCA","HTTPSWWW.ANTH CA ",-20.96
10/21/2024,74208474294000001919809,"FOREIGN TRANSACTION FEE","",-0.19
10/21/2024,74208474294000001919809,"UBER* TRIP WWW.UBER.COM","",-6.54
10/21/2024,74657374294000085129174,"FOREIGN TRANSACTION FEE","",-0.19
10/21/2024,74657374294000085129174,"UBER *TRIP HELP.UBER.COM","",-6.54
10/21/2024,74208474293000027565694,"FOREIGN TRANSACTION FEE","",-0.90
10/21/2024,74208474293000027565694,"UBER* TRIP WWW.UBER.COM","",-30.02
10/21/2024,24011344294000008961348,"PADDLE.NET* KVORWOOSHY PADDLE.COM NY","PADDLE.COM    NY ",-3.49
10/19/2024,74208474293000005690985,"FOREIGN TRANSACTION FEE","",-0.19
10/19/2024,74208474293000005690985,"UBER* TRIP WWW.UBER.COM","",-6.54
10/19/2024,74208474293000002345039,"FOREIGN TRANSACTION FEE","",-1.01
10/19/2024,74208474293000002345039,"UBER* TRIP WWW.UBER.COM","",-33.93
10/19/2024,74208474292000018725787,"FOREIGN TRANSACTION FEE","",-0.63
10/19/2024,74208474292000018725787,"UBER* TRIP WWW.UBER.COM","",-21.16
10/19/2024,24492164292000024626257,"OPENAI *CHATGPT SUBSCR HTTPSOPENAI.CCA","HTTPSOPENAI.C CA ",-20.00
10/18/2024,24692164291100628254255,"GOOGLE *YouTubePremium g.co/helppay#CA","g.co/helppay# CA ",-13.99
10/17/2024,24011344291000046197551,"PILLPACK LLC HTTPSWWW.PILLNH","HTTPSWWW.PILL NH ",-6.60
10/17/2024,24036294290712402491001,"UBER *EATS HELP.UBER.COMCA","HELP.UBER.COM CA ",-25.28
10/15/2024,24036294289716168793511,"UBER *EATS HELP.UBER.COMCA","HELP.UBER.COM CA ",-28.75
10/15/2024,24492164289000012011400,"SIMPLY RO DBT PLLC WWW.RODBTDENVTX","WWW.RODBTDENV TX ",-160.00
10/15/2024,24036294288712116714718,"UBER *EATS HELP.UBER.COMCA","HELP.UBER.COM CA ",-25.55
10/15/2024,24906414288211526449693,"HLU*HULUPLUS hulu.com/billCA","hulu.com/bill CA ",-19.57
10/14/2024,24036294287718948512130,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-4.79
10/14/2024,24036294287716967030141,"UBER *EATS HELP.UBER.COMCA","HELP.UBER.COM CA ",-28.40
10/14/2024,24036294287744834343182,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-31.93
10/12/2024,24011344286500000515158,"STRATECHERY/DITHERING STRATECHERY.CDE","STRATECHERY.C DE ",-15.00
10/11/2024,24036294285744535524116,"WF *WAYFAIR4319023391 866-263-8325 MA","866-263-8325  MA ",-361.53
10/11/2024,24036294285712519368685,"UBER *EATS HELP.UBER.COMCA","HELP.UBER.COM CA ",-24.18
10/11/2024,24492164285000014642339,"SIMPLY RO DBT PLLC WWW.RODBTDENVTX","WWW.RODBTDENV TX ",-50.00
10/11/2024,24011344285000048833243,"RO HEALTH WWW.GETROMAN.NY","WWW.GETROMAN. NY ",-60.00
10/11/2024,74083424284500007203915,"BETTERDICTATION BURLINGTON ON","BURLINGTON    ON ",-24.00
10/10/2024,24011344284000015705912,"CHATPRD, LLC WWW.CHATPRD.ACA","WWW.CHATPRD.A CA ",-5.00
10/09/2024,24388864283046457292649,"PADDLE.NET* ENHANCV New York NY","New York      NY ",-26.19
10/09/2024,24492164283000013678310,"SIMPLY RO DBT PLLC WWW.RODBTDENVTX","WWW.RODBTDENV TX ",-160.00
10/09/2024,24011344283000014090523,"ADVANTAGE YOU ADVANTAGEYOU.CO","ADVANTAGEYOU. CO ",-130.00
10/09/2024,24011344283000004469083,"BLACKBIRDSPYPLANE.COM HTTPSWWW.BLACCA","HTTPSWWW.BLAC CA ",-5.00
10/08/2024,24906414281210968032055,"CLEAR *clearme.com clearme.com NY","clearme.com   NY ",-189.00
10/07/2024,24036294281742928597784,"UBER *EATS HELP.UBER.COMCA","HELP.UBER.COM CA ",-22.88
10/07/2024,24011344281000015671109,"NEWSLETTER: AAKASHG PG HTTPSWWW.NEWSMI","HTTPSWWW.NEWS MI ",-15.00
