Posted Date,Reference Number,Payee,Address,Amount
11/21/2024,24064664326000001202863,"CITY MUD, LLC CITYMUD.COM CO","CITYMUD.COM   CO ",-1.92
11/21/2024,24036294325744786444537,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-14.99
11/21/2024,24036294325714790249610,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-24.84
11/21/2024,24036294325714777711095,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-3.00
11/20/2024,24011344325000008034826,"PADDLE.NET* KVORWOOSHY PADDLE.COM NY","PADDLE.COM    NY ",-3.49
11/19/2024,24492164323000013777445,"OPENAI *CHATGPT SUBSCR HTTPSOPENAI.CCA","HTTPSOPENAI.C CA ",-20.00
11/19/2024,24036294323714452346193,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-10.91
11/18/2024,24036294323744415338706,"UBER *EATS HELP.UBER.COMCA","HELP.UBER.COM CA ",-79.80
11/18/2024,24036294322718377578534,"UBER *EATS HELP.UBER.COMCA","HELP.UBER.COM CA ",-35.40
11/18/2024,24055234322154147586320,"GOOGLE *YOUTUBEPREMIUM 650-253-0000 CA","650-253-0000  CA ",-13.99
11/18/2024,24036294322714264466255,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-14.21
11/18/2024,24036294321714184429152,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-3.00
11/18/2024,24011344321000090437477,"PILLPACK LLC HTTPSWWW.PILLNH","HTTPSWWW.PILL NH ",-6.60
11/18/2024,24011344321500010973659,"SP TRIPLE TRADERS TRIPLETRADERSIL","TRIPLETRADERS IL ",-36.68
11/16/2024,24064664321500000157096,"ADVANTAGE YOU ADVANTAGEYOU.CO","ADVANTAGEYOU. CO ",-65.00
11/16/2024,24692164320103049289947,"UNITED 0162436315280UNITED.COM TX","UNITED.COM    TX ",-116.50
11/15/2024,24036294320712919315622,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-9.67
11/15/2024,24492164320000008359285,"SIMPLY RO DBT PLLC WWW.RODBTDENVTX","WWW.RODBTDENV TX ",-50.00
11/15/2024,24906414319214045491587,"HLU*HULUPLUS hulu.com/billCA","hulu.com/bill CA ",-20.66
11/14/2024,24036294319714722289419,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-16.81
11/14/2024,24036294319714726561003,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-3.00
11/14/2024,24492164319000008936739,"SIMPLY RO DBT PLLC WWW.RODBTDENVTX","WWW.RODBTDENV TX ",-160.00
11/14/2024,24036294318742705338045,"UBER *EATS HELP.UBER.COMCA","HELP.UBER.COM CA ",-30.60
11/14/2024,24036294318718699064102,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-3.00
11/14/2024,24036294318718719006059,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-21.95
11/14/2024,24036294318714706660032,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-5.00
11/14/2024,24036294318714700481153,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-14.40
11/14/2024,24036294318714673604005,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-9.83
11/13/2024,24036294318716623601643,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-4.30
11/13/2024,24692164317100406263015,"UNITED 0162435470157UNITED.COM TX","UNITED.COM    TX ",-492.05
11/12/2024,24064664317500000036924,"STRATECHERY/DITHERING STRATECHERY.CDE","STRATECHERY.C DE ",-15.00
11/12/2024,24036294316714360411112,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-43.01
11/11/2024,24036294315744294405675,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-35.79
11/11/2024,24036294315718240748149,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-43.26
11/11/2024,24036294315712180587690,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-8.20
11/11/2024,24011344315500007565771,"CHATPRD, LLC WWW.CHATPRD.ACA","WWW.CHATPRD.A CA ",-5.00
11/11/2024,24692164314108210639026,"UA INFLT 0164447694386HOUSTON TX","HOUSTON       TX ",-10.00
11/09/2024,24036294314744031197701,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-45.58
11/09/2024,24011344314500003671087,"BLACKBIRDSPYPLANE.COM BLACKBIRDSPYPCA","BLACKBIRDSPYP CA ",-5.00
11/09/2024,24036294313744949168860,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-44.54
11/09/2024,24910164313023293555857,"00601 LOHI ATHLETIC CLUB DENVER CO","DENVER        CO ",-4.50
11/09/2024,24036294313714902583694,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-5.69
11/08/2024,24492164313000008282106,"SIMPLY RO DBT PLLC WWW.RODBTDENVTX","WWW.RODBTDENV TX ",-50.00
11/08/2024,24036294312744787055774,"AXS.COMDENVER 888-929-7849 CA","888-929-7849  CA ",-168.90
11/07/2024,24011344312500003647139,"NEWSLETTER: AAKASHG PG NEWS.AAKASHG.MI","NEWS.AAKASHG. MI ",-15.00
11/07/2024,24036294311744604170419,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-28.47
11/06/2024,24036294311716553853815,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-31.31
11/06/2024,24492164311000010793761,"SIMPLY RO DBT PLLC WWW.RODBTDENVTX","WWW.RODBTDENV TX ",-160.00
11/06/2024,24036294310718492870604,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-3.00
11/06/2024,24036294310712502395405,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-17.47
11/06/2024,24492164311500000839680,"SP THE MAKER SHOP SHOP.THEMAKERMA","SHOP.THEMAKER MA ",-20.00
