Posted Date,Reference Number,Payee,Address,Amount
09/16/2024,24011344259000042793957,"RO HEALTH WWW.GETROMAN.NY","WWW.GETROMAN. NY ",-258.00
09/16/2024,24492154259745316298148,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-3.00
09/16/2024,24492154258745272062885,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-12.77
09/16/2024,24492154258743273355747,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-9.35
09/16/2024,24492154258743269237842,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-12.29
09/16/2024,24906414258209096056225,"Hulu 877-8244858 CA HULU.COM/BILLCA","HULU.COM/BILL CA ",-19.57
09/14/2024,24943004258054822684443,"AC DBC FS PIZZA TENN OLO olo.com CO","olo.com       CO ",-31.23
09/14/2024,24692164257100494970234,"UNITED 0162420381683UNITED.COM TX","UNITED.COM    TX ",-421.95
09/13/2024,24492164257000015411092,"SIMPLY RO DBT PLLC WWW.RODBTDENVTX","WWW.RODBTDENV TX ",-50.00
09/13/2024,24011344257000017637983,"ZOLA.COM*REGISTRY HTTPSWWW.ZOLANY","HTTPSWWW.ZOLA NY ",-244.98
09/13/2024,24011344257000008205147,"HARRYS 888-212-6855 HTTPSWWW.HARRNY","HTTPSWWW.HARR NY ",-15.60
09/13/2024,24492154256745865119060,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-4.52
09/13/2024,24692164256109500979742,"BLD*REFINED PROPERTY MANA720-737-1373 CO","720-737-1373  CO ",-932.18
09/12/2024,24011344256000009558750,"ADVANTAGE YOU ADVANTAGEYOU.CO","ADVANTAGEYOU. CO ",-65.00
09/12/2024,24394694255018014809261,"THE GATES TENNIS CENTER 303-3554461 CO","303-3554461   CO ",-140.00
09/12/2024,24011344255000119548346,"STRATECHERY/DITHERING HTTPSSTRATECHCA","HTTPSSTRATECH CA ",-15.00
09/12/2024,24492154255719685542927,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-22.64
09/11/2024,24492164255000016531361,"SIMPLY RO DBT PLLC WWW.RODBTDENVTX","WWW.RODBTDENV TX ",-160.00
09/11/2024,24492154255745651589311,"UBER *EATS HELP.UBER.COMCA","HELP.UBER.COM CA ",-28.39
09/11/2024,24492154255715623728024,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-25.12
09/11/2024,24430994254085043081957,"MICROSOFT*XBOX MSBILL.INFO WA","MSBILL.INFO   WA ",-26.55
09/11/2024,24551934254027015725178,"ROCKET PACK AND SHIP DENVER CO","DENVER        CO ",-2.18
09/11/2024,24492154254745580766353,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-9.52
09/11/2024,24492154254745613358913,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-10.90
09/10/2024,24388864253040787156448,"PADDLE.NET* ENHANCV New York NY","New York      NY ",-26.19
09/10/2024,24011344254000014113262,"CHATPRD, LLC WWW.CHATPRD.ACA","WWW.CHATPRD.A CA ",-5.00
09/10/2024,24692164253107319696476,"UA INFLT 0164432163861HOUSTON TX","HOUSTON       TX ",-8.00
09/10/2024,24492154253719396664947,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-47.62
09/10/2024,24943004253051870145025,"HOLIDAY INN BY THE BAY 2077752311 ME","2077752311    ME ",-912.88
09/10/2024,24692164253107178701490,"0689-POME DOWNEAST MAR PORTLAND ME","PORTLAND      ME ",-19.43
09/10/2024,24692164253107119973273,"TST*BOONES FISH HOUSE AN Portland ME","Portland      ME ",-19.92
09/09/2024,24492154253719334151452,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-3.00
09/09/2024,24000774253000004016329,"UBER EATS* EATS HTTPSWWW.UBERCA","HTTPSWWW.UBER CA ",-38.24
09/09/2024,24777424252017076331190,"JOES SUPER VARIETY PORTLAND ME","PORTLAND      ME ",-8.38
09/09/2024,24011344252000087623900,"BLACKBIRDSPYPLANE.COM HTTPSWWW.BLACCA","HTTPSWWW.BLAC CA ",-5.00
09/09/2024,24492154252715199459163,"UBER *EATS HELP.UBER.COMCA","HELP.UBER.COM CA ",-20.74
09/09/2024,24013394251001482111727,"DAVID WOOD PORTLAND ME","PORTLAND      ME ",-226.30
09/09/2024,24692164251105760756817,"SQ *STANDARD BAKING CO. PORTLAND ME","PORTLAND      ME ",-22.36
09/09/2024,24492154251715043078327,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-7.59
09/07/2024,24540454251015500141346,"DUNKIN DONUTS - SKYPO 303-3429000 CO","303-3429000   CO ",-17.66
09/07/2024,24011344251000050948517,"NEWSLETTER: AAKASHG PG HTTPSWWW.NEWSMI","HTTPSWWW.NEWS MI ",-15.00
09/07/2024,24492154251719966568090,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-17.60
09/07/2024,24492154250743940305164,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-62.26
09/07/2024,24492154250745887432232,"UBER *TRIP HELP.UBER.COMCA","HELP.UBER.COM CA ",-3.00
09/06/2024,24492164250000017382207,"SIMPLY RO DBT PLLC WWW.RODBTDENVTX","WWW.RODBTDENV TX ",-50.00
09/06/2024,24011344250000033226172,"CITY MUD, LLC CITYMUD.COM CO","CITYMUD.COM   CO ",-20.95
